task_no,option_no,type,cost,quality,volume,labor_cost,work_day,day_hour,e
10,Option2,Equipment,16913.6,0.9,12.4,750,6,8,0.9
10,Option2,Administration,120.0,0.85,12.4,750,6,9,0.85
10,Option2,Material,14900.0,0.85,12.4,750,6,9,0.85
10,Option2,Equipment,16913.6,0.9,12.4,750,6,9,0.85
10,Option2,Administration,120.0,0.85,12.4,750,6,10,0.8
10,Option2,Material,14900.0,0.85,12.4,750,6,10,0.8
10,Option2,Equipment,16913.6,0.9,12.4,750,6,10,0.8
10,Option2,Administration,120.0,0.85,12.4,750,6,11,0.65
10,Option2,Material,14900.0,0.85,12.4,750,6,11,0.65
10,Option2,Equipment,16913.6,0.9,12.4,750,6,11,0.65
10,Option2,Administration,120.0,0.85,12.4,750,6,12,0.6
10,Option2,Material,14900.0,0.85,12.4,750,6,12,0.6
10,Option2,Equipment,16913.6,0.9,12.4,750,6,12,0.6
10,Option2,Administration,120.0,0.85,12.4,750,7,8,0.75
10,Option2,Material,14900.0,0.85,12.4,750,7,8,0.75
10,Option2,Equipment,16913.6,0.9,12.4,750,7,8,0.75
10,Option2,Administration,120.0,0.85,12.4,750,7,9,0.7
10,Option2,Material,14900.0,0.85,12.4,750,7,9,0.7
10,Option2,Equipment,16913.6,0.9,12.4,750,7,9,0.7
10,Option2,Administration,120.0,0.85,12.4,750,7,10,0.65
10,Option2,Material,14900.0,0.85,12.4,750,7,10,0.65
10,Option2,Equipment,16913.6,0.9,12.4,750,7,10,0.65
10,Option2,Administration,120.0,0.85,12.4,750,7,11,0.6
10,Option2,Material,14900.0,0.85,12.4,750,7,11,0.6
10,Option2,Equipment,16913.6,0.9,12.4,750,7,11,0.6
10,Option2,Administration,120.0,0.85,12.4,750,7,12,0.55
10,Option2,Material,14900.0,0.85,12.4,750,7,12,0.55
10,Option2,Equipment,16913.6,0.9,12.4,750,7,12,0.55
10,Option3,Administration,150.0,1.0,12.4,750,5,8,1.0
10,Option3,Material,16600.0,1.0,12.4,750,5,8,1.0
10,Option3,Equipment,15376.0,1.0,12.4,750,5,8,1.0
10,Option3,Administration,150.0,1.0,12.4,750,5,9,0.9
10,Option3,Material,16600.0,1.0,12.4,750,5,9,0.9
10,Option3,Equipment,15376.0,1.0,12.4,750,5,9,0.9
10,Option3,Administration,150.0,1.0,12.4,750,5,10,0.85
10,Option3,Material,16600.0,1.0,12.4,750,5,10,0.85
10,Option3,Equipment,15376.0,1.0,12.4,750,5,10,0.85
10,Option3,Administration,150.0,1.0,12.4,750,5,11,0.65
10,Option3,Material,16600.0,1.0,12.4,750,5,11,0.65
10,Option3,Equipment,15376.0,1.0,12.4,750,5,11,0.65
10,Option3,Administration,150.0,1.0,12.4,750,5,12,0.6
10,Option3,Material,16600.0,1.0,12.4,750,5,12,0.6
10,Option3,Equipment,15376.0,1.0,12.4,750,5,12,0.6
10,Option3,Administration,150.0,1.0,12.4,750,6,8,0.9
10,Option3,Material,16600.0,1.0,12.4,750,6,8,0.9
10,Option3,Equipment,15376.0,1.0,12.4,750,6,8,0.9
10,Option3,Administration,150.0,1.0,12.4,750,6,9,0.85
10,Option3,Material,16600.0,1.0,12.4,750,6,9,0.85
10,Option3,Equipment,15376.0,1.0,12.4,750,6,9,0.85
10,Option3,Administration,150.0,1.0,12.4,750,6,10,0.8
10,Option3,Material,16600.0,1.0,12.4,750,6,10,0.8
10,Option3,Equipment,15376.0,1.0,12.4,750,6,10,0.8
10,Option3,Administration,150.0,1.0,12.4,750,6,11,0.65
10,Option3,Material,16600.0,1.0,12.4,750,6,11,0.65
10,Option3,Equipment,15376.0,1.0,12.4,750,6,11,0.65
10,Option3,Administration,150.0,1.0,12.4,750,6,12,0.6
10,Option3,Material,16600.0,1.0,12.4,750,6,12,0.6
10,Option3,Equipment,15376.0,1.0,12.4,750,6,12,0.6
10,Option3,Administration,150.0,1.0,12.4,750,7,8,0.75
10,Option3,Material,16600.0,1.0,12.4,750,7,8,0.75
10,Option3,Equipment,15376.0,1.0,12.4,750,7,8,0.75
10,Option3,Administration,150.0,1.0,12.4,750,7,9,0.7
10,Option3,Material,16600.0,1.0,12.4,750,7,9,0.7
10,Option3,Equipment,15376.0,1.0,12.4,750,7,9,0.7
10,Option3,Administration,150.0,1.0,12.4,750,7,10,0.65
10,Option3,Material,16600.0,1.0,12.4,750,7,10,0.65
10,Option3,Equipment,15376.0,1.0,12.4,750,7,10,0.65
10,Option3,Administration,150.0,1.0,12.4,750,7,11,0.6
10,Option3,Material,16600.0,1.0,12.4,750,7,11,0.6
10,Option3,Equipment,15376.0,1.0,12.4,750,7,11,0.6
10,Option3,Administration,150.0,1.0,12.4,750,7,12,0.55
10,Option3,Material,16600.0,1.0,12.4,750,7,12,0.55
10,Option3,Equipment,15376.0,1.0,12.4,750,7,12,0.55
11,Option1,Administration,90.0,0.7,11.1,460,5,8,1.0
11,Option1,Material,1100.0,0.7,11.1,460,5,8,1.0
11,Option1,Equipment,2362.5,0.8,11.1,460,5,8,1.0
11,Option1,Administration,90.0,0.7,11.1,460,5,9,0.9
11,Option1,Material,1100.0,0.7,11.1,460,5,9,0.9
11,Option1,Equipment,2362.5,0.8,11.1,460,5,9,0.9
11,Option1,Administration,90.0,0.7,11.1,460,5,10,0.85
11,Option1,Material,1100.0,0.7,11.1,460,5,10,0.85
11,Option1,Equipment,2362.5,0.8,11.1,460,5,10,0.85
11,Option1,Administration,90.0,0.7,11.1,460,5,11,0.65
11,Option1,Material,1100.0,0.7,11.1,460,5,11,0.65
11,Option1,Equipment,2362.5,0.8,11.1,460,5,11,0.65
11,Option1,Administration,90.0,0.7,11.1,460,5,12,0.6
11,Option1,Material,1100.0,0.7,11.1,460,5,12,0.6
11,Option1,Equipment,2362.5,0.8,11.1,460,5,12,0.6
11,Option1,Administration,90.0,0.7,11.1,460,6,8,0.9
11,Option1,Material,1100.0,0.7,11.1,460,6,8,0.9
11,Option1,Equipment,2362.5,0.8,11.1,460,6,8,0.9
11,Option1,Administration,90.0,0.7,11.1,460,6,9,0.85
11,Option1,Material,1100.0,0.7,11.1,460,6,9,0.85
11,Option1,Equipment,2362.5,0.8,11.1,460,6,9,0.85
11,Option1,Administration,90.0,0.7,11.1,460,6,10,0.8
11,Option1,Material,1100.0,0.7,11.1,460,6,10,0.8
11,Option1,Equipment,2362.5,0.8,11.1,460,6,10,0.8
11,Option1,Administration,90.0,0.7,11.1,460,6,11,0.65
11,Option1,Material,1100.0,0.7,11.1,460,6,11,0.65
11,Option1,Equipment,2362.5,0.8,11.1,460,6,11,0.65
11,Option1,Administration,90.0,0.7,11.1,460,6,12,0.6
11,Option1,Material,1100.0,0.7,11.1,460,6,12,0.6
11,Option1,Equipment,2362.5,0.8,11.1,460,6,12,0.6
11,Option1,Administration,90.0,0.7,11.1,460,7,8,0.75
11,Option1,Material,1100.0,0.7,11.1,460,7,8,0.75
11,Option1,Equipment,2362.5,0.8,11.1,460,7,8,0.75
11,Option1,Administration,90.0,0.7,11.1,460,7,9,0.7
11,Option1,Material,1100.0,0.7,11.1,460,7,9,0.7
11,Option1,Equipment,2362.5,0.8,11.1,460,7,9,0.7
11,Option1,Administration,90.0,0.7,11.1,460,7,10,0.65
11,Option1,Material,1100.0,0.7,11.1,460,7,10,0.65
11,Option1,Equipment,2362.5,0.8,11.1,460,7,10,0.65
11,Option1,Administration,90.0,0.7,11.1,460,7,11,0.6
11,Option1,Material,1100.0,0.7,11.1,460,7,11,0.6
11,Option1,Equipment,2362.5,0.8,11.1,460,7,11,0.6
11,Option1,Administration,90.0,0.7,11.1,460,7,12,0.55
11,Option1,Material,1100.0,0.7,11.1,460,7,12,0.55
11,Option1,Equipment,2362.5,0.8,11.1,460,7,12,0.55
11,Option2,Administration,120.0,0.85,11.1,460,5,8,1.0
11,Option2,Material,1350.0,0.85,11.1,460,5,8,1.0
11,Option2,Equipment,2100.0,0.9,11.1,460,5,8,1.0
11,Option2,Administration,120.0,0.85,11.1,460,5,9,0.9
11,Option2,Material,1350.0,0.85,11.1,460,5,9,0.9
11,Option2,Equipment,2100.0,0.9,11.1,460,5,9,0.9
11,Option2,Administration,120.0,0.85,11.1,460,5,10,0.85
11,Option2,Material,1350.0,0.85,11.1,460,5,10,0.85
11,Option2,Equipment,2100.0,0.9,11.1,460,5,10,0.85
11,Option2,Administration,120.0,0.85,11.1,460,5,11,0.65
11,Option2,Material,1350.0,0.85,11.1,460,5,11,0.65
11,Option2,Equipment,2100.0,0.9,11.1,460,5,11,0.65
11,Option2,Administration,120.0,0.85,11.1,460,5,12,0.6
11,Option2,Material,1350.0,0.85,11.1,460,5,12,0.6
11,Option2,Equipment,2100.0,0.9,11.1,460,5,12,0.6
11,Option2,Administration,120.0,0.85,11.1,460,6,8,0.9
11,Option2,Material,1350.0,0.85,11.1,460,6,8,0.9
11,Option2,Equipment,2100.0,0.9,11.1,460,6,8,0.9
11,Option2,Administration,120.0,0.85,11.1,460,6,9,0.85
11,Option2,Material,1350.0,0.85,11.1,460,6,9,0.85
11,Option2,Equipment,2100.0,0.9,11.1,460,6,9,0.85
11,Option2,Administration,120.0,0.85,11.1,460,6,10,0.8
11,Option2,Material,1350.0,0.85,11.1,460,6,10,0.8
11,Option2,Equipment,2100.0,0.9,11.1,460,6,10,0.8
11,Option2,Administration,120.0,0.85,11.1,460,6,11,0.65
11,Option2,Material,1350.0,0.85,11.1,460,6,11,0.65
11,Option2,Equipment,2100.0,0.9,11.1,460,6,11,0.65
11,Option2,Administration,120.0,0.85,11.1,460,6,12,0.6
11,Option2,Material,1350.0,0.85,11.1,460,6,12,0.6
11,Option2,Equipment,2100.0,0.9,11.1,460,6,12,0.6
11,Option2,Administration,120.0,0.85,11.1,460,7,8,0.75
11,Option2,Material,1350.0,0.85,11.1,460,7,8,0.75
11,Option2,Equipment,2100.0,0.9,11.1,460,7,8,0.75
11,Option2,Administration,120.0,0.85,11.1,460,7,9,0.7
11,Option2,Material,1350.0,0.85,11.1,460,7,9,0.7
11,Option2,Equipment,2100.0,0.9,11.1,460,7,9,0.7
11,Option2,Administration,120.0,0.85,11.1,460,7,10,0.65
11,Option2,Material,1350.0,0.85,11.1,460,7,10,0.65
11,Option2,Equipment,2100.0,0.9,11.1,460,7,10,0.65
11,Option2,Administration,120.0,0.85,11.1,460,7,11,0.6
11,Option2,Material,1350.0,0.85,11.1,460,7,11,0.6
11,Option2,Equipment,2100.0,0.9,11.1,460,7,11,0.6
11,Option2,Administration,120.0,0.85,11.1,460,7,12,0.55
11,Option2,Material,1350.0,0.85,11.1,460,7,12,0.55
11,Option2,Equipment,2100.0,0.9,11.1,460,7,12,0.55
11,Option3,Administration,150.0,1.0,11.1,460,5,8,1.0
11,Option3,Material,1600.0,1.0,11.1,460,5,8,1.0
11,Option3,Equipment,1909.1,1.0,11.1,460,5,8,1.0
11,Option3,Administration,150.0,1.0,11.1,460,5,9,0.9
11,Option3,Material,1600.0,1.0,11.1,460,5,9,0.9
11,Option3,Equipment,1909.1,1.0,11.1,460,5,9,0.9
11,Option3,Administration,150.0,1.0,11.1,460,5,10,0.85
11,Option3,Material,1600.0,1.0,11.1,460,5,10,0.85
11,Option3,Equipment,1909.1,1.0,11.1,460,5,10,0.85
11,Option3,Administration,150.0,1.0,11.1,460,5,11,0.65
11,Option3,Material,1600.0,1.0,11.1,460,5,11,0.65
11,Option3,Equipment,1909.1,1.0,11.1,460,5,11,0.65
11,Option3,Administration,150.0,1.0,11.1,460,5,12,0.6
11,Option3,Material,1600.0,1.0,11.1,460,5,12,0.6
11,Option3,Equipment,1909.1,1.0,11.1,460,5,12,0.6
11,Option3,Administration,150.0,1.0,11.1,460,6,8,0.9
11,Option3,Material,1600.0,1.0,11.1,460,6,8,0.9
11,Option3,Equipment,1909.1,1.0,11.1,460,6,8,0.9
11,Option3,Administration,150.0,1.0,11.1,460,6,9,0.85
11,Option3,Material,1600.0,1.0,11.1,460,6,9,0.85
11,Option3,Equipment,1909.1,1.0,11.1,460,6,9,0.85
11,Option3,Administration,150.0,1.0,11.1,460,6,10,0.8
11,Option3,Material,1600.0,1.0,11.1,460,6,10,0.8
11,Option3,Equipment,1909.1,1.0,11.1,460,6,10,0.8
11,Option3,Administration,150.0,1.0,11.1,460,6,11,0.65
11,Option3,Material,1600.0,1.0,11.1,460,6,11,0.65
11,Option3,Equipment,1909.1,1.0,11.1,460,6,11,0.65
11,Option3,Administration,150.0,1.0,11.1,460,6,12,0.6
11,Option3,Material,1600.0,1.0,11.1,460,6,12,0.6
11,Option3,Equipment,1909.1,1.0,11.1,460,6,12,0.6
11,Option3,Administration,150.0,1.0,11.1,460,7,8,0.75
11,Option3,Material,1600.0,1.0,11.1,460,7,8,0.75
11,Option3,Equipment,1909.1,1.0,11.1,460,7,8,0.75
11,Option3,Administration,150.0,1.0,11.1,460,7,9,0.7
11,Option3,Material,1600.0,1.0,11.1,460,7,9,0.7
11,Option3,Equipment,1909.1,1.0,11.1,460,7,9,0.7
11,Option3,Administration,150.0,1.0,11.1,460,7,10,0.65
11,Option3,Material,1600.0,1.0,11.1,460,7,10,0.65
11,Option3,Equipment,1909.1,1.0,11.1,460,7,10,0.65
11,Option3,Administration,150.0,1.0,11.1,460,7,11,0.6
11,Option3,Material,1600.0,1.0,11.1,460,7,11,0.6
11,Option3,Equipment,1909.1,1.0,11.1,460,7,11,0.6
11,Option3,Administration,150.0,1.0,11.1,460,7,12,0.55
11,Option3,Material,1600.0,1.0,11.1,460,7,12,0.55
11,Option3,Equipment,1909.1,1.0,11.1,460,7,12,0.55
12,Option1,Administration,90.0,0.7,2.8,800,5,8,1.0
12,Option1,Material,9800.0,0.7,2.8,800,5,8,1.0
12,Option1,Equipment,784.0,0.8,2.8,800,5,8,1.0
12,Option1,Administration,90.0,0.7,2.8,800,5,9,0.9
12,Option1,Material,9800.0,0.7,2.8,800,5,9,0.9
12,Option1,Equipment,784.0,0.8,2.8,800,5,9,0.9
12,Option1,Administration,90.0,0.7,2.8,800,5,10,0.85
12,Option1,Material,9800.0,0.7,2.8,800,5,10,0.85
12,Option1,Equipment,784.0,0.8,2.8,800,5,10,0.85
12,Option1,Administration,90.0,0.7,2.8,800,5,11,0.65
12,Option1,Material,9800.0,0.7,2.8,800,5,11,0.65
12,Option1,Equipment,784.0,0.8,2.8,800,5,11,0.65
12,Option1,Administration,90.0,0.7,2.8,800,5,12,0.6
12,Option1,Material,9800.0,0.7,2.8,800,5,12,0.6
12,Option1,Equipment,784.0,0.8,2.8,800,5,12,0.6
12,Option1,Administration,90.0,0.7,2.8,800,6,8,0.9
12,Option1,Material,9800.0,0.7,2.8,800,6,8,0.9
12,Option1,Equipment,784.0,0.8,2.8,800,6,8,0.9
12,Option1,Administration,90.0,0.7,2.8,800,6,9,0.85
12,Option1,Material,9800.0,0.7,2.8,800,6,9,0.85
12,Option1,Equipment,784.0,0.8,2.8,800,6,9,0.85
12,Option1,Administration,90.0,0.7,2.8,800,6,10,0.8
12,Option1,Material,9800.0,0.7,2.8,800,6,10,0.8
12,Option1,Equipment,784.0,0.8,2.8,800,6,10,0.8
12,Option1,Administration,90.0,0.7,2.8,800,6,11,0.65
12,Option1,Material,9800.0,0.7,2.8,800,6,11,0.65
12,Option1,Equipment,784.0,0.8,2.8,800,6,11,0.65
12,Option1,Administration,90.0,0.7,2.8,800,6,12,0.6
12,Option1,Material,9800.0,0.7,2.8,800,6,12,0.6
12,Option1,Equipment,784.0,0.8,2.8,800,6,12,0.6
12,Option1,Administration,90.0,0.7,2.8,800,7,8,0.75
12,Option1,Material,9800.0,0.7,2.8,800,7,8,0.75
12,Option1,Equipment,784.0,0.8,2.8,800,7,8,0.75
12,Option1,Administration,90.0,0.7,2.8,800,7,9,0.7
12,Option1,Material,9800.0,0.7,2.8,800,7,9,0.7
12,Option1,Equipment,784.0,0.8,2.8,800,7,9,0.7
12,Option1,Administration,90.0,0.7,2.8,800,7,10,0.65
12,Option1,Material,9800.0,0.7,2.8,800,7,10,0.65
12,Option1,Equipment,784.0,0.8,2.8,800,7,10,0.65
12,Option1,Administration,90.0,0.7,2.8,800,7,11,0.6
12,Option1,Material,9800.0,0.7,2.8,800,7,11,0.6
12,Option1,Equipment,784.0,0.8,2.8,800,7,11,0.6
12,Option1,Administration,90.0,0.7,2.8,800,7,12,0.55
12,Option1,Material,9800.0,0.7,2.8,800,7,12,0.55
12,Option1,Equipment,784.0,0.8,2.8,800,7,12,0.55
12,Option2,Administration,120.0,0.85,2.8,800,5,8,1.0
12,Option2,Material,11200.0,0.85,2.8,800,5,8,1.0
12,Option2,Equipment,666.4,0.9,2.8,800,5,8,1.0
12,Option2,Administration,120.0,0.85,2.8,800,5,9,0.9
12,Option2,Material,11200.0,0.85,2.8,800,5,9,0.9
12,Option2,Equipment,666.4,0.9,2.8,800,5,9,0.9
12,Option2,Administration,120.0,0.85,2.8,800,5,10,0.85
12,Option2,Material,11200.0,0.85,2.8,800,5,10,0.85
12,Option2,Equipment,666.4,0.9,2.8,800,5,10,0.85
12,Option2,Administration,120.0,0.85,2.8,800,5,11,0.65
12,Option2,Material,11200.0,0.85,2.8,800,5,11,0.65
12,Option2,Equipment,666.4,0.9,2.8,800,5,11,0.65
12,Option2,Administration,120.0,0.85,2.8,800,5,12,0.6
12,Option2,Material,11200.0,0.85,2.8,800,5,12,0.6
12,Option2,Equipment,666.4,0.9,2.8,800,5,12,0.6
12,Option2,Administration,120.0,0.85,2.8,800,6,8,0.9
12,Option2,Material,11200.0,0.85,2.8,800,6,8,0.9
12,Option2,Equipment,666.4,0.9,2.8,800,6,8,0.9
12,Option2,Administration,120.0,0.85,2.8,800,6,9,0.85
12,Option2,Material,11200.0,0.85,2.8,800,6,9,0.85
12,Option2,Equipment,666.4,0.9,2.8,800,6,9,0.85
12,Option2,Administration,120.0,0.85,2.8,800,6,10,0.8
12,Option2,Material,11200.0,0.85,2.8,800,6,10,0.8
12,Option2,Equipment,666.4,0.9,2.8,800,6,10,0.8
12,Option2,Administration,120.0,0.85,2.8,800,6,11,0.65
12,Option2,Material,11200.0,0.85,2.8,800,6,11,0.65
12,Option2,Equipment,666.4,0.9,2.8,800,6,11,0.65
12,Option2,Administration,120.0,0.85,2.8,800,6,12,0.6
12,Option2,Material,11200.0,0.85,2.8,800,6,12,0.6
12,Option2,Equipment,666.4,0.9,2.8,800,6,12,0.6
12,Option2,Administration,120.0,0.85,2.8,800,7,8,0.75
12,Option2,Material,11200.0,0.85,2.8,800,7,8,0.75
12,Option2,Equipment,666.4,0.9,2.8,800,7,8,0.75
12,Option2,Administration,120.0,0.85,2.8,800,7,9,0.7
12,Option2,Material,11200.0,0.85,2.8,800,7,9,0.7
12,Option2,Equipment,666.4,0.9,2.8,800,7,9,0.7
12,Option2,Administration,120.0,0.85,2.8,800,7,10,0.65
12,Option2,Material,11200.0,0.85,2.8,800,7,10,0.65
12,Option2,Equipment,666.4,0.9,2.8,800,7,10,0.65
12,Option2,Administration,120.0,0.85,2.8,800,7,11,0.6
12,Option2,Material,11200.0,0.85,2.8,800,7,11,0.6
12,Option2,Equipment,666.4,0.9,2.8,800,7,11,0.6
12,Option2,Administration,120.0,0.85,2.8,800,7,12,0.55
12,Option2,Material,11200.0,0.85,2.8,800,7,12,0.55
12,Option2,Equipment,666.4,0.9,2.8,800,7,12,0.55
12,Option3,Administration,150.0,1.0,2.8,800,5,8,1.0
12,Option3,Material,12600.0,1.0,2.8,800,5,8,1.0
12,Option3,Equipment,588.0,1.0,2.8,800,5,8,1.0
12,Option3,Administration,150.0,1.0,2.8,800,5,9,0.9
12,Option3,Material,12600.0,1.0,2.8,800,5,9,0.9
12,Option3,Equipment,588.0,1.0,2.8,800,5,9,0.9
12,Option3,Administration,150.0,1.0,2.8,800,5,10,0.85
12,Option3,Material,12600.0,1.0,2.8,800,5,10,0.85
12,Option3,Equipment,588.0,1.0,2.8,800,5,10,0.85
12,Option3,Administration,150.0,1.0,2.8,800,5,11,0.65
12,Option3,Material,12600.0,1.0,2.8,800,5,11,0.65
12,Option3,Equipment,588.0,1.0,2.8,800,5,11,0.65
12,Option3,Administration,150.0,1.0,2.8,800,5,12,0.6
12,Option3,Material,12600.0,1.0,2.8,800,5,12,0.6
12,Option3,Equipment,588.0,1.0,2.8,800,5,12,0.6
12,Option3,Administration,150.0,1.0,2.8,800,6,8,0.9
12,Option3,Material,12600.0,1.0,2.8,800,6,8,0.9
12,Option3,Equipment,588.0,1.0,2.8,800,6,8,0.9
12,Option3,Administration,150.0,1.0,2.8,800,6,9,0.85
12,Option3,Material,12600.0,1.0,2.8,800,6,9,0.85
12,Option3,Equipment,588.0,1.0,2.8,800,6,9,0.85
12,Option3,Administration,150.0,1.0,2.8,800,6,10,0.8
12,Option3,Material,12600.0,1.0,2.8,800,6,10,0.8
12,Option3,Equipment,588.0,1.0,2.8,800,6,10,0.8
12,Option3,Administration,150.0,1.0,2.8,800,6,11,0.65
12,Option3,Material,12600.0,1.0,2.8,800,6,11,0.65
12,Option3,Equipment,588.0,1.0,2.8,800,6,11,0.65
12,Option3,Administration,150.0,1.0,2.8,800,6,12,0.6
12,Option3,Material,12600.0,1.0,2.8,800,6,12,0.6
12,Option3,Equipment,588.0,1.0,2.8,800,6,12,0.6
12,Option3,Administration,150.0,1.0,2.8,800,7,8,0.75
12,Option3,Material,12600.0,1.0,2.8,800,7,8,0.75
12,Option3,Equipment,588.0,1.0,2.8,800,7,8,0.75
12,Option3,Administration,150.0,1.0,2.8,800,7,9,0.7
12,Option3,Material,12600.0,1.0,2.8,800,7,9,0.7
12,Option3,Equipment,588.0,1.0,2.8,800,7,9,0.7
12,Option3,Administration,150.0,1.0,2.8,800,7,10,0.65
12,Option3,Material,12600.0,1.0,2.8,800,7,10,0.65
12,Option3,Equipment,588.0,1.0,2.8,800,7,10,0.65
12,Option3,Administration,150.0,1.0,2.8,800,7,11,0.6
12,Option3,Material,12600.0,1.0,2.8,800,7,11,0.6
12,Option3,Equipment,588.0,1.0,2.8,800,7,11,0.6
12,Option3,Administration,150.0,1.0,2.8,800,7,12,0.55
12,Option3,Material,12600.0,1.0,2.8,800,7,12,0.55
12,Option3,Equipment,588.0,1.0,2.8,800,7,12,0.55
13,Option1,Administration,90.0,0.7,5.1,100,5,8,1.0
13,Option1,Material,15050.0,0.7,5.1,100,5,8,1.0
13,Option1,Equipment,1105.7,0.9,5.1,100,5,8,1.0
13,Option1,Administration,90.0,0.7,5.1,100,5,9,0.9
13,Option1,Material,15050.0,0.7,5.1,100,5,9,0.9
13,Option1,Equipment,1105.7,0.9,5.1,100,5,9,0.9
13,Option1,Administration,90.0,0.7,5.1,100,5,10,0.85
13,Option1,Material,15050.0,0.7,5.1,100,5,10,0.85
13,Option1,Equipment,1105.7,0.9,5.1,100,5,10,0.85
13,Option1,Administration,90.0,0.7,5.1,100,5,11,0.65
13,Option1,Material,15050.0,0.7,5.1,100,5,11,0.65
13,Option1,Equipment,1105.7,0.9,5.1,100,5,11,0.65
13,Option1,Administration,90.0,0.7,5.1,100,5,12,0.6
13,Option1,Material,15050.0,0.7,5.1,100,5,12,0.6
13,Option1,Equipment,1105.7,0.9,5.1,100,5,12,0.6
13,Option1,Administration,90.0,0.7,5.1,100,6,8,0.9
13,Option1,Material,15050.0,0.7,5.1,100,6,8,0.9
13,Option1,Equipment,1105.7,0.9,5.1,100,6,8,0.9
13,Option1,Administration,90.0,0.7,5.1,100,6,9,0.85
13,Option1,Material,15050.0,0.7,5.1,100,6,9,0.85
13,Option1,Equipment,1105.7,0.9,5.1,100,6,9,0.85
13,Option1,Administration,90.0,0.7,5.1,100,6,10,0.8
13,Option1,Material,15050.0,0.7,5.1,100,6,10,0.8
13,Option1,Equipment,1105.7,0.9,5.1,100,6,10,0.8
13,Option1,Administration,90.0,0.7,5.1,100,6,11,0.65
13,Option1,Material,15050.0,0.7,5.1,100,6,11,0.65
13,Option1,Equipment,1105.7,0.9,5.1,100,6,11,0.65
13,Option1,Administration,90.0,0.7,5.1,100,6,12,0.6
13,Option1,Material,15050.0,0.7,5.1,100,6,12,0.6
13,Option1,Equipment,1105.7,0.9,5.1,100,6,12,0.6
13,Option1,Administration,90.0,0.7,5.1,100,7,8,0.75
13,Option1,Material,15050.0,0.7,5.1,100,7,8,0.75
13,Option1,Equipment,1105.7,0.9,5.1,100,7,8,0.75
13,Option1,Administration,90.0,0.7,5.1,100,7,9,0.7
13,Option1,Material,15050.0,0.7,5.1,100,7,9,0.7
13,Option1,Equipment,1105.7,0.9,5.1,100,7,9,0.7
13,Option1,Administration,90.0,0.7,5.1,100,7,10,0.65
13,Option1,Material,15050.0,0.7,5.1,100,7,10,0.65
13,Option1,Equipment,1105.7,0.9,5.1,100,7,10,0.65
13,Option1,Administration,90.0,0.7,5.1,100,7,11,0.6
13,Option1,Material,15050.0,0.7,5.1,100,7,11,0.6
13,Option1,Equipment,1105.7,0.9,5.1,100,7,11,0.6
13,Option1,Administration,90.0,0.7,5.1,100,7,12,0.55
13,Option1,Material,15050.0,0.7,5.1,100,7,12,0.55
13,Option1,Equipment,1105.7,0.9,5.1,100,7,12,0.55
13,Option2,Administration,120.0,0.85,5.1,100,5,8,1.0
13,Option2,Material,17200.0,0.85,5.1,100,5,8,1.0
13,Option2,Equipment,986.5,0.95,5.1,100,5,8,1.0
13,Option2,Administration,120.0,0.85,5.1,100,5,9,0.9
13,Option2,Material,17200.0,0.85,5.1,100,5,9,0.9
13,Option2,Equipment,986.5,0.95,5.1,100,5,9,0.9
13,Option2,Administration,120.0,0.85,5.1,100,5,10,0.85
13,Option2,Material,17200.0,0.85,5.1,100,5,10,0.85
13,Option2,Equipment,986.5,0.95,5.1,100,5,10,0.85
13,Option2,Administration,120.0,0.85,5.1,100,5,11,0.65
13,Option2,Material,17200.0,0.85,5.1,100,5,11,0.65
13,Option2,Equipment,986.5,0.95,5.1,100,5,11,0.65
13,Option2,Administration,120.0,0.85,5.1,100,5,12,0.6
13,Option2,Material,17200.0,0.85,5.1,100,5,12,0.6
13,Option2,Equipment,986.5,0.95,5.1,100,5,12,0.6
13,Option2,Administration,120.0,0.85,5.1,100,6,8,0.9
13,Option2,Material,17200.0,0.85,5.1,100,6,8,0.9
13,Option2,Equipment,986.5,0.95,5.1,100,6,8,0.9
13,Option2,Administration,120.0,0.85,5.1,100,6,9,0.85
13,Option2,Material,17200.0,0.85,5.1,100,6,9,0.85
13,Option2,Equipment,986.5,0.95,5.1,100,6,9,0.85
13,Option2,Administration,120.0,0.85,5.1,100,6,10,0.8
13,Option2,Material,17200.0,0.85,5.1,100,6,10,0.8
13,Option2,Equipment,986.5,0.95,5.1,100,6,10,0.8
13,Option2,Administration,120.0,0.85,5.1,100,6,11,0.65
13,Option2,Material,17200.0,0.85,5.1,100,6,11,0.65
13,Option2,Equipment,986.5,0.95,5.1,100,6,11,0.65
13,Option2,Administration,120.0,0.85,5.1,100,6,12,0.6
13,Option2,Material,17200.0,0.85,5.1,100,6,12,0.6
13,Option2,Equipment,986.5,0.95,5.1,100,6,12,0.6
13,Option2,Administration,120.0,0.85,5.1,100,7,8,0.75
13,Option2,Material,17200.0,0.85,5.1,100,7,8,0.75
13,Option2,Equipment,986.5,0.95,5.1,100,7,8,0.75
13,Option2,Administration,120.0,0.85,5.1,100,7,9,0.7
13,Option2,Material,17200.0,0.85,5.1,100,7,9,0.7
13,Option2,Equipment,986.5,0.95,5.1,100,7,9,0.7
13,Option2,Administration,120.0,0.85,5.1,100,7,10,0.65
13,Option2,Material,17200.0,0.85,5.1,100,7,10,0.65
13,Option2,Equipment,986.5,0.95,5.1,100,7,10,0.65
13,Option2,Administration,120.0,0.85,5.1,100,7,11,0.6
13,Option2,Material,17200.0,0.85,5.1,100,7,11,0.6
